,Year,Film,Nominees,FilmLink,Won
0,1934 (7th) [note 1],,,,False
1,1934 (7th) [note 1],One Night of Love,"Columbia Studio Music Department, Louis Silvers, head of department (Thematic music by Victor Schertzinger & Gus Kahn)",/wiki/One_Night_of_Love,True
2,1934 (7th) [note 1],The Gay Divorcee,"RKO Radio Studio Music Department, Max Steiner, head of department (Score by Kenneth Webb & Sam Hoffenstein)",/wiki/The_Gay_Divorcee,False
3,1934 (7th) [note 1],The Lost Patrol,"RKO Radio Studio Music Department, Steiner, head of department (Score by Steiner)",/wiki/The_Lost_Patrol_(1934_film),False
4,1935 (8th),,,,False
5,1935 (8th),The Informer,"RKO Radio Studio Music Department, Max Steiner, head of department (Score by Steiner)",/wiki/The_Informer_(1935_film),True
6,1935 (8th),Captain Blood (write-in)[note 2][9],"Warner Bros.-First National Studio Music Department, Leo F. Forbstein, head of department (Score by Erich Wolfgang Korngold)",,False
7,1935 (8th),Mutiny on the Bounty,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department (Score by Herbert Stothart)",/wiki/Mutiny_on_the_Bounty_(1935_film),False
8,1935 (8th),Peter Ibbetson,"Paramount Studio Music Department, Irvin Talbot, head of department (Score by Ernst Toch)",/wiki/Peter_Ibbetson,False
9,1936 (9th),,,,False
10,1936 (9th),Anthony Adverse,"Warner Bros. Studio Music Department, Leo F. Forbstein, head of department (Score by Erich Wolfgang Korngold)",/wiki/Anthony_Adverse,True
11,1936 (9th),The Charge of the Light Brigade,"Warner Bros. Studio Music Department, Forbstein, head of department (Score by Max Steiner)",/wiki/The_Charge_of_the_Light_Brigade_(1936_film),False
12,1936 (9th),The Garden of Allah,"Selznick International Pictures Music Department, Steiner, head of department (Score by Steiner)",/wiki/The_Garden_of_Allah_(1936_film),False
13,1936 (9th),The General Died at Dawn,"Paramount Studio Music Department, Boris Morros, head of department (Score by Werner Janssen)",/wiki/The_General_Died_at_Dawn,False
14,1936 (9th),Winterset,"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department (Score by Shilkret)",/wiki/Winterset_(film),False
15,1937 (10th) [note 3],,,,False
16,1937 (10th) [note 3],One Hundred Men and a Girl,"Universal Studio Music Department, Charles Previn, head of department (no composer credit)",/wiki/One_Hundred_Men_and_a_Girl,True
17,1937 (10th) [note 3],The Hurricane,"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department (Score by Newman)",/wiki/The_Hurricane_(1937_film),False
18,1937 (10th) [note 3],In Old Chicago,"20th Century-Fox Studio Music Department, Louis Silvers, head of department (no composer credit)",/wiki/In_Old_Chicago,False
19,1937 (10th) [note 3],The Life of Emile Zola,"Warner Bros. Studio Music Department, Leo F. Forbstein, head of department (Score by Max Steiner)",/wiki/The_Life_of_Emile_Zola,False
20,1937 (10th) [note 3],Lost Horizon,"Columbia Studio Music Department, Morris Stoloff, head of department (Score by Dimitri Tiomkin)",/wiki/Lost_Horizon_(1937_film),False
21,1937 (10th) [note 3],Make a Wish,"Principal Productions, Hugo Riesenfeld, head of department (Score by Riesenfeld)",/wiki/Make_a_Wish_(1937_film),False
22,1937 (10th) [note 3],Maytime,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department (Score by Herbert Stothart)",/wiki/Maytime_(1937_film),False
23,1937 (10th) [note 3],Portia on Trial,"Republic Studio Music Department, Alberto Colombo, head of department (Score by Colombo)",/wiki/Portia_on_Trial,False
24,1937 (10th) [note 3],The Prisoner of Zenda,"Selznick International Pictures Music Department, Alfred Newman, head of department (Score by Newman)",/wiki/The_Prisoner_of_Zenda_(1937_film),False
25,1937 (10th) [note 3],Quality Street,"RKO Radio Studio Music Department, Roy Webb, head of department (Score by Webb)",/wiki/Quality_Street_(1937_film),False
26,1937 (10th) [note 3],Snow White and the Seven Dwarfs,"Walt Disney Studio Music Department, Leigh Harline, head of department (Score by Frank Churchill, Harline & Paul Smith)",/wiki/Snow_White_and_the_Seven_Dwarfs_(1937_film),False
27,1937 (10th) [note 3],Something to Sing About,"Grand National Studio Music Department, Constantin Bakaleinikoff, head of department (Score by Victor Schertzinger)",/wiki/Something_to_Sing_About_(1937_film),False
28,1937 (10th) [note 3],Souls at Sea,"Paramount Studio Music Department, Boris Morros, head of department (Score by W. Franke Harling & Milan Roder)",/wiki/Souls_at_Sea,False
29,1937 (10th) [note 3],Way Out West,"Hal Roach Studio Music Department, Marvin Hatley, head of department (Score by Hatley)",/wiki/Way_Out_West_(1937_film),False
30,1938 (11th),,,,False
31,1938 (11th),Original Score,Original Score,,False
32,1938 (11th),The Adventures of Robin Hood,Erich Wolfgang Korngold,/wiki/The_Adventures_of_Robin_Hood,True
33,1938 (11th),Army Girl,Victor Young,/wiki/Army_Girl,False
34,1938 (11th),Block-Heads,Marvin Hatley,/wiki/Block-Heads,False
35,1938 (11th),Blockade,Werner Janssen,/wiki/Blockade_(1938_film),False
36,1938 (11th),Breaking the Ice,Victor Young,/wiki/Breaking_the_Ice_(1938_film),False
37,1938 (11th),The Cowboy and the Lady,Alfred Newman,/wiki/The_Cowboy_and_the_Lady_(1938_film),False
38,1938 (11th),If I Were King,Richard Hageman,/wiki/If_I_Were_King,False
39,1938 (11th),Marie Antoinette,Herbert Stothart,/wiki/Marie_Antoinette_(1938_film),False
40,1938 (11th),Pacific Liner,Russell Bennett,/wiki/Pacific_Liner,False
41,1938 (11th),Suez,Louis Silvers,/wiki/Suez_(film),False
42,1938 (11th),The Young in Heart,Franz Waxman,/wiki/The_Young_in_Heart,False
43,1938 (11th),Scoring,Scoring,,False
44,1938 (11th),Alexander's Ragtime Band,Alfred Newman,/wiki/Alexander%27s_Ragtime_Band_(film),True
45,1938 (11th),Carefree,Victor Baravalle,/wiki/Carefree_(film),False
46,1938 (11th),Girls' School,Morris Stoloff & Gregory Stone,/wiki/Girls%27_School_(1938_film),False
47,1938 (11th),The Goldwyn Follies,Alfred Newman,/wiki/The_Goldwyn_Follies,False
48,1938 (11th),Jezebel,Max Steiner,/wiki/Jezebel_(1938_film),False
49,1938 (11th),Mad About Music,Charles Previn & Frank Skinner,/wiki/Mad_About_Music,False
50,1938 (11th),Storm Over Bengal,Cy Feuer,/wiki/Storm_Over_Bengal,False
51,1938 (11th),Sweethearts,Herbert Stothart,/wiki/Sweethearts_(1938_film),False
52,1938 (11th),There Goes My Heart,Marvin Hatley,/wiki/There_Goes_My_Heart_(film),False
53,1938 (11th),Tropic Holiday,Boris Morros,/wiki/Tropic_Holiday,False
54,1938 (11th),The Young in Heart,Franz Waxman,/wiki/The_Young_in_Heart,False
55,1939 (12th),,,,False
56,1939 (12th),Original Score,Original Score,,False
57,1939 (12th),The Wizard of Oz,Herbert Stothart,/wiki/The_Wizard_of_Oz_(1939_film),True
58,1939 (12th),Dark Victory,Max Steiner,/wiki/Dark_Victory,False
59,1939 (12th),Eternally Yours,Werner Janssen,/wiki/Eternally_Yours_(film),False
60,1939 (12th),Golden Boy,Victor Young,/wiki/Golden_Boy_(1939_film),False
61,1939 (12th),Gone with the Wind,Max Steiner,/wiki/Gone_with_the_Wind_(film),False
62,1939 (12th),Gulliver's Travels,Victor Young,/wiki/Gulliver%27s_Travels_(1939_film),False
63,1939 (12th),The Man in the Iron Mask,Lud Gluskin & Lucien Moraweck,/wiki/The_Man_in_the_Iron_Mask_(1939_film),False
64,1939 (12th),Man of Conquest,Victor Young,/wiki/Man_of_Conquest,False
65,1939 (12th),Nurse Edith Cavell,Anthony Collins,/wiki/Nurse_Edith_Cavell,False
66,1939 (12th),Of Mice and Men,Aaron Copland,/wiki/Of_Mice_and_Men_(1939_film),False
67,1939 (12th),The Rains Came,Alfred Newman,/wiki/The_Rains_Came,False
68,1939 (12th),Wuthering Heights,Alfred Newman,/wiki/Wuthering_Heights_(1939_film),False
69,1939 (12th),Scoring,Scoring,,False
70,1939 (12th),Stagecoach,"Richard Hageman, W. Franke Harling, John Leipold & Leo Shuken",/wiki/Stagecoach_(1939_film),True
71,1939 (12th),Babes in Arms,Roger Edens & Georgie Stoll,/wiki/Babes_in_Arms_(film),False
72,1939 (12th),First Love,Charles Previn,/wiki/First_Love_(1939_film),False
73,1939 (12th),The Great Victor Herbert,Phil Boutelje & Arthur Lange,/wiki/The_Great_Victor_Herbert,False
74,1939 (12th),The Hunchback of Notre Dame,Alfred Newman,/wiki/The_Hunchback_of_Notre_Dame_(1939_film),False
75,1939 (12th),Intermezzo,Louis Forbes,/wiki/Intermezzo_(1939_film),False
76,1939 (12th),Mr. Smith Goes to Washington,Dimitri Tiomkin,/wiki/Mr._Smith_Goes_to_Washington,False
77,1939 (12th),Of Mice and Men,Aaron Copland,/wiki/Of_Mice_and_Men_(1939_film),False
78,1939 (12th),The Private Lives of Elizabeth and Essex,Erich Wolfgang Korngold,/wiki/The_Private_Lives_of_Elizabeth_and_Essex,False
79,1939 (12th),She Married a Cop,Cy Feuer,/wiki/She_Married_a_Cop,False
80,1939 (12th),Swanee River,Louis Silvers,/wiki/Swanee_River_(1939_film),False
81,1939 (12th),They Shall Have Music,Alfred Newman,/wiki/They_Shall_Have_Music,False
82,1939 (12th),Way Down South,Victor Young,/wiki/Way_Down_South_(film),False
83,1940 (13th),,,,False
84,1940 (13th),Original Score,Original Score,,False
85,1940 (13th),Pinocchio,"Leigh Harline, Paul Smith & Ned Washington",/wiki/Pinocchio_(1940_film),True
86,1940 (13th),Arizona,Victor Young,/wiki/Arizona_(1940_film),False
87,1940 (13th),Dark Command,Victor Young,/wiki/Dark_Command,False
88,1940 (13th),The Fight for Life,Louis Gruenberg,/wiki/The_Fight_for_Life,False
89,1940 (13th),The Great Dictator,Meredith Willson,/wiki/The_Great_Dictator,False
90,1940 (13th),The House of the Seven Gables,Frank Skinner,/wiki/The_House_of_the_Seven_Gables_(film),False
91,1940 (13th),The Howards of Virginia,Richard Hageman,/wiki/The_Howards_of_Virginia,False
92,1940 (13th),The Letter,Max Steiner,/wiki/The_Letter_(1940_film),False
93,1940 (13th),The Long Voyage Home,Richard Hageman,/wiki/The_Long_Voyage_Home,False
94,1940 (13th),The Mark of Zorro,Alfred Newman,/wiki/The_Mark_of_Zorro_(1940_film),False
95,1940 (13th),My Favorite Wife,Roy Webb,/wiki/My_Favorite_Wife,False
96,1940 (13th),North West Mounted Police,Victor Young,/wiki/North_West_Mounted_Police_(film),False
97,1940 (13th),One Million B.C.,Werner Heymann,/wiki/One_Million_B.C.,False
98,1940 (13th),Our Town,Aaron Copland,/wiki/Our_Town_(1940_film),False
99,1940 (13th),Rebecca,Franz Waxman,/wiki/Rebecca_(1940_film),False
100,1940 (13th),The Thief of Bagdad,Miklós Rózsa,/wiki/The_Thief_of_Bagdad_(1940_film),False
101,1940 (13th),Waterloo Bridge,Herbert Stothart,/wiki/Waterloo_Bridge_(1940_film),False
102,1940 (13th),Scoring,Scoring,,False
103,1940 (13th),Tin Pan Alley,Alfred Newman,/wiki/Tin_Pan_Alley_(film),True
104,1940 (13th),"Arise, My Love",Victor Young,"/wiki/Arise,_My_Love",False
105,1940 (13th),Hit Parade of 1941,Cy Feuer,/wiki/Hit_Parade_of_1941,False
106,1940 (13th),Irene,Anthony Collins,/wiki/Irene_(1940_film),False
107,1940 (13th),Our Town,Aaron Copland,/wiki/Our_Town_(1940_film),False
108,1940 (13th),The Sea Hawk,Erich Wolfgang Korngold,/wiki/The_Sea_Hawk_(1940_film),False
109,1940 (13th),Second Chorus,Artie Shaw,/wiki/Second_Chorus,False
110,1940 (13th),Spring Parade,Charles Previn,/wiki/Spring_Parade,False
111,1940 (13th),Strike Up the Band,Roger Edens & Georgie Stoll,/wiki/Strike_Up_the_Band_(film),False
112,1941 (14th),,,,False
113,1941 (14th),Music Score of a Dramatic or Comedy Picture,Music Score of a Dramatic or Comedy Picture,,False
114,1941 (14th),The Devil and Daniel Webster,Bernard Herrmann,/wiki/The_Devil_and_Daniel_Webster_(film),True
115,1941 (14th),Back Street,Frank Skinner,/wiki/Back_Street_(1941_film),False
116,1941 (14th),Ball of Fire,Alfred Newman,/wiki/Ball_of_Fire,False
117,1941 (14th),Cheers for Miss Bishop,Edward Ward,/wiki/Cheers_for_Miss_Bishop,False
118,1941 (14th),Citizen Kane,Bernard Herrmann,/wiki/Citizen_Kane,False
119,1941 (14th),Dr. Jekyll and Mr. Hyde,Franz Waxman,/wiki/Dr._Jekyll_and_Mr._Hyde_(1941_film),False
120,1941 (14th),Hold Back the Dawn,Victor Young,/wiki/Hold_Back_the_Dawn,False
121,1941 (14th),How Green Was My Valley,Alfred Newman,/wiki/How_Green_Was_My_Valley_(film),False
122,1941 (14th),King of the Zombies,Edward Kay,/wiki/King_of_the_Zombies,False
123,1941 (14th),Ladies in Retirement,Morris Stoloff & Ernst Toch,/wiki/Ladies_in_Retirement,False
124,1941 (14th),The Little Foxes,Meredith Willson,/wiki/The_Little_Foxes_(film),False
125,1941 (14th),Lydia,Miklós Rózsa,/wiki/Lydia_(film),False
126,1941 (14th),Mercy Island,Cy Feuer & Walter Scharf,/wiki/Mercy_Island,False
127,1941 (14th),Sergeant York,Max Steiner,/wiki/Sergeant_York_(film),False
128,1941 (14th),So Ends Our Night,Louis Gruenberg,/wiki/So_Ends_Our_Night,False
129,1941 (14th),Sundown,Miklós Rózsa,/wiki/Sundown_(1941_film),False
130,1941 (14th),Suspicion,Franz Waxman,/wiki/Suspicion_(1941_film),False
131,1941 (14th),Tanks a Million,Edward Ward,/wiki/Tanks_a_Million,False
132,1941 (14th),That Uncertain Feeling,Werner Heymann,/wiki/That_Uncertain_Feeling_(film),False
133,1941 (14th),This Woman Is Mine,Richard Hageman,/wiki/This_Woman_is_Mine,False
134,1941 (14th),Scoring of a Musical Picture,Scoring of a Musical Picture,,False
135,1941 (14th),Dumbo,Frank Churchill & Oliver Wallace,/wiki/Dumbo,True
136,1941 (14th),All-American Co-Ed,Edward Ward,/wiki/All-American_Co-Ed,False
137,1941 (14th),Birth of the Blues,Robert E. Dolan,/wiki/Birth_of_the_Blues,False
138,1941 (14th),Buck Privates,Charles Previn,/wiki/Buck_Privates,False
139,1941 (14th),The Chocolate Soldier,Herbert Stothart & Bronisław Kaper,/wiki/The_Chocolate_Soldier_(film),False
140,1941 (14th),Ice-Capades,Cy Feuer,/wiki/Ice-Capades,False
141,1941 (14th),The Strawberry Blonde,Heinz Roemheld,/wiki/The_Strawberry_Blonde,False
142,1941 (14th),Sun Valley Serenade,Emil Newman,/wiki/Sun_Valley_Serenade,False
143,1941 (14th),Sunny,Anthony Collins,/wiki/Sunny_(1941_film),False
144,1941 (14th),You'll Never Get Rich,Morris Stoloff,/wiki/You%27ll_Never_Get_Rich,False
145,1942 (15th),,,,False
146,1942 (15th),Music Score of a Dramatic or Comedy Picture,Music Score of a Dramatic or Comedy Picture,,False
147,1942 (15th),"Now, Voyager",Max Steiner,"/wiki/Now,_Voyager",True
148,1942 (15th),Arabian Nights,Frank Skinner,/wiki/Arabian_Nights_(1942_film),False
149,1942 (15th),Bambi,Frank Churchill (p.n.) & Edward Plumb,/wiki/Bambi,False
150,1942 (15th),The Black Swan,Alfred Newman,/wiki/The_Black_Swan_(film),False
151,1942 (15th),The Corsican Brothers,Dimitri Tiomkin,/wiki/The_Corsican_Brothers_(1941_film),False
152,1942 (15th),Flying Tigers,Victor Young,/wiki/Flying_Tigers_(film),False
153,1942 (15th),The Gold Rush,Max Terr,/wiki/The_Gold_Rush,False
154,1942 (15th),I Married a Witch,Roy Webb,/wiki/I_Married_a_Witch,False
155,1942 (15th),Joan of Paris,Roy Webb,/wiki/Joan_of_Paris,False
156,1942 (15th),Jungle Book,Miklós Rózsa,/wiki/Rudyard_Kipling%27s_Jungle_Book,False
157,1942 (15th),Klondike Fury,Edward Kay,/wiki/Klondike_Fury,False
158,1942 (15th),The Pride of the Yankees,Leigh Harline,/wiki/The_Pride_of_the_Yankees,False
159,1942 (15th),Random Harvest,Herbert Stothart,/wiki/Random_Harvest_(film),False
160,1942 (15th),The Shanghai Gesture,Richard Hageman,/wiki/The_Shanghai_Gesture,False
161,1942 (15th),Silver Queen,Victor Young,/wiki/Silver_Queen,False
162,1942 (15th),"Take a Letter, Darling",Victor Young,"/wiki/Take_a_Letter,_Darling",False
163,1942 (15th),The Talk of the Town,Friedrich Hollaender & Morris Stoloff,/wiki/The_Talk_of_the_Town_(1942_film),False
164,1942 (15th),To Be or Not to Be,Werner Heymann,/wiki/To_Be_or_Not_to_Be_(1942_film),False
165,1942 (15th),Scoring of a Musical Picture,Scoring of a Musical Picture,,False
166,1942 (15th),Yankee Doodle Dandy,Ray Heindorf & Heinz Roemheld,/wiki/Yankee_Doodle_Dandy,True
167,1942 (15th),Flying with Music,Edward Ward,/wiki/Flying_with_Music,False
168,1942 (15th),For Me and My Gal,Roger Edens & Georgie Stoll,/wiki/For_Me_and_My_Gal_(film),False
169,1942 (15th),Holiday Inn,Robert E. Dolan,/wiki/Holiday_Inn_(film),False
170,1942 (15th),It Started with Eve,Hans J. Salter & Charles Previn,/wiki/It_Started_with_Eve,False
171,1942 (15th),Johnny Doughboy,Walter Scharf,/wiki/Johnny_Doughboy,False
172,1942 (15th),My Gal Sal,Alfred Newman,/wiki/My_Gal_Sal,False
173,1942 (15th),You Were Never Lovelier,Leigh Harline,/wiki/You_Were_Never_Lovelier,False
174,1943 (16th),,,,False
175,1943 (16th),Music Score of a Dramatic or Comedy Picture,Music Score of a Dramatic or Comedy Picture,,False
176,1943 (16th),The Song of Bernadette,Alfred Newman,/wiki/The_Song_of_Bernadette_(film),True
177,1943 (16th),The Amazing Mrs. Holliday,Frank Skinner & Hans J. Salter,/wiki/The_Amazing_Mrs._Holliday,False
178,1943 (16th),Casablanca,Max Steiner,/wiki/Casablanca_(film),False
179,1943 (16th),Commandos Strike at Dawn,Morris Stoloff & Louis Gruenberg,/wiki/Commandos_Strike_at_Dawn,False
180,1943 (16th),The Fallen Sparrow,Roy Webb & Constantin Bakaleinikoff,/wiki/The_Fallen_Sparrow,False
181,1943 (16th),For Whom the Bell Tolls,Victor Young,/wiki/For_Whom_the_Bell_Tolls_(film),False
182,1943 (16th),Hangmen Also Die!,Hanns Eisler,/wiki/Hangmen_Also_Die!,False
183,1943 (16th),Hi Diddle Diddle,Phil Boutelje,/wiki/Hi_Diddle_Diddle,False
184,1943 (16th),In Old Oklahoma,Walter Scharf,/wiki/In_Old_Oklahoma,False
185,1943 (16th),Johnny Come Lately,Leigh Harline,/wiki/Johnny_Come_Lately,False
186,1943 (16th),The Kansan,Gerard Carbonara,/wiki/The_Kansan_(film),False
187,1943 (16th),Lady of Burlesque,Arthur Lange,/wiki/Lady_of_Burlesque,False
188,1943 (16th),Madame Curie,Herbert Stothart,/wiki/Madame_Curie_(film),False
189,1943 (16th),The Moon and Sixpence,Dimitri Tiomkin,/wiki/The_Moon_and_Sixpence_(film),False
190,1943 (16th),The North Star,Aaron Copland,/wiki/The_North_Star_(1943_film),False
191,1943 (16th),Victory Through Air Power,"Edward Plumb, Paul Smith & Oliver Wallace",/wiki/Victory_Through_Air_Power_(film),False
192,1943 (16th),Scoring of a Musical Picture,Scoring of a Musical Picture,,False
193,1943 (16th),This Is the Army,Ray Heindorf,/wiki/This_Is_the_Army,True
194,1943 (16th),Coney Island,Alfred Newman,/wiki/Coney_Island_(1943_film),False
195,1943 (16th),Hit Parade of 1943,Walter Scharf,/wiki/Hit_Parade_of_1943,False
196,1943 (16th),Phantom of the Opera,Edward Ward,/wiki/Phantom_of_the_Opera_(1943_film),False
197,1943 (16th),Saludos Amigos,"Edward Plumb, Paul Smith & Charles Wolcott",/wiki/Saludos_Amigos,False
198,1943 (16th),The Sky's the Limit,Leigh Harline,/wiki/The_Sky%27s_the_Limit_(1943_film),False
199,1943 (16th),Something to Shout About,Morris Stoloff,/wiki/Something_to_Shout_About_(film),False
200,1943 (16th),Stage Door Canteen,Fred Rich,/wiki/Stage_Door_Canteen_(film),False
201,1943 (16th),Star Spangled Rhythm,Robert E. Dolan,/wiki/Star_Spangled_Rhythm,False
202,1943 (16th),Thousands Cheer,Herbert P. Stothart,/wiki/Thousands_Cheer,False
203,1944 (17th),,,,False
204,1944 (17th),Music Score of a Dramatic or Comedy Picture,Music Score of a Dramatic or Comedy Picture,,False
205,1944 (17th),Since You Went Away,Max Steiner,/wiki/Since_You_Went_Away,True
206,1944 (17th),Address Unknown,Morris Stoloff & Ernst Toch,/wiki/Address_Unknown_(1944_film),False
207,1944 (17th),The Adventures of Mark Twain,Max Steiner,/wiki/The_Adventures_of_Mark_Twain_(1944_film),False
208,1944 (17th),The Bridge of San Luis Rey,Dimitri Tiomkin,/wiki/The_Bridge_of_San_Luis_Rey_(1944_film),False
209,1944 (17th),Casanova Brown,Arthur Lange,/wiki/Casanova_Brown,False
210,1944 (17th),Christmas Holiday,Hans J. Salter,/wiki/Christmas_Holiday,False
211,1944 (17th),Double Indemnity,Miklós Rózsa,/wiki/Double_Indemnity,False
212,1944 (17th),The Fighting Seabees,Walter Scharf & Roy Webb,/wiki/The_Fighting_Seabees,False
213,1944 (17th),The Hairy Ape,Michel Michelet & Edward Paul,/wiki/The_Hairy_Ape_(film),False
214,1944 (17th),It Happened Tomorrow,Robert Stolz,/wiki/It_Happened_Tomorrow,False
215,1944 (17th),Jack London,Fred Rich,/wiki/Jack_London_(1943_film),False
216,1944 (17th),Kismet,Herbert Stothart,/wiki/Kismet_(1944_film),False
217,1944 (17th),None but the Lonely Heart,Constantin Bakaleinikoff & Hanns Eisler,/wiki/None_but_the_Lonely_Heart_(film),False
218,1944 (17th),The Princess and the Pirate,David Rose,/wiki/The_Princess_and_the_Pirate,False
219,1944 (17th),Summer Storm,Karl Hajos,/wiki/Summer_Storm_(1944_film),False
220,1944 (17th),Three Russian Girls,Franke Harling,/wiki/Three_Russian_Girls,False
221,1944 (17th),Up in Mabel's Room,Edward Paul,/wiki/Up_in_Mabel%27s_Room_(1944_film),False
222,1944 (17th),Voice in the Wind,Michel Michelet,/wiki/Voice_in_the_Wind,False
223,1944 (17th),Wilson,Alfred Newman,/wiki/Wilson_(1944_film),False
224,1944 (17th),The Woman of the Town,Miklós Rózsa,/wiki/The_Woman_of_the_Town,False
225,1944 (17th),Scoring of a Musical Picture,Scoring of a Musical Picture,,False
226,1944 (17th),Cover Girl,Morris Stoloff & Carmen Dragon,/wiki/Cover_Girl_(film),True
227,1944 (17th),Brazil,Walter Scharf,/wiki/Brazil_(1944_film),False
228,1944 (17th),Higher and Higher,Constantin Bakaleinikoff,/wiki/Higher_and_Higher_(film),False
229,1944 (17th),Hollywood Canteen,Ray Heindorf,/wiki/Hollywood_Canteen_(film),False
230,1944 (17th),Irish Eyes Are Smiling,Alfred Newman,/wiki/Irish_Eyes_Are_Smiling,False
231,1944 (17th),Knickerbocker Holiday,Werner Heymann & Kurt Weill,/wiki/Knickerbocker_Holiday_(film),False
232,1944 (17th),Lady in the Dark,Robert Emmett Dolan,/wiki/Lady_in_the_Dark_(film),False
233,1944 (17th),"Lady, Let's Dance",Edward Kay,"/wiki/Lady,_Let%27s_Dance",False
234,1944 (17th),Meet Me in St. Louis,Georgie Stoll,/wiki/Meet_Me_in_St._Louis,False
235,1944 (17th),The Merry Monahans,Hans J. Salter,/wiki/The_Merry_Monahans,False
236,1944 (17th),Minstrel Man,Ferde Grofé & Leo Erdody,/wiki/Minstrel_Man_(film),False
237,1944 (17th),Sensations of 1945,Mahlon Merrick,/wiki/Sensations_of_1945,False
238,1944 (17th),Song of the Open Road,Charles Previn,/wiki/Song_of_the_Open_Road,False
239,1944 (17th),Up in Arms,Louis Forbes & Ray Heindorf,/wiki/Up_in_Arms,False
240,1945 (18th),,,,False
241,1945 (18th),Music Score of a Dramatic or Comedy Picture,Music Score of a Dramatic or Comedy Picture,,False
242,1945 (18th),Spellbound,Miklós Rózsa,/wiki/Spellbound_(1945_film),True
243,1945 (18th),The Bells of St. Mary's,Robert E. Dolan,/wiki/The_Bells_of_St._Mary%27s,False
244,1945 (18th),Brewster's Millions,Louis Forbes,/wiki/Brewster%27s_Millions_(1945_film),False
245,1945 (18th),Captain Kidd,Werner Janssen,/wiki/Captain_Kidd_(film),False
246,1945 (18th),The Enchanted Cottage,Roy Webb,/wiki/The_Enchanted_Cottage_(1945_film),False
247,1945 (18th),Flame of Barbary Coast,Morton Scott & Dale Butts,/wiki/Flame_of_Barbary_Coast,False
248,1945 (18th),G. I. Honeymoon,Edward J. Kay,/wiki/G._I._Honeymoon,False
249,1945 (18th),G. I. Joe,Louis Applebaum & Ann Ronell,/wiki/The_Story_of_G.I._Joe,False
250,1945 (18th),Guest in the House,Werner Janssen,/wiki/Guest_in_the_House,False
251,1945 (18th),Guest Wife,Daniele Amfitheatrof,/wiki/Guest_Wife,False
252,1945 (18th),The Keys of the Kingdom,Alfred Newman,/wiki/The_Keys_of_the_Kingdom_(film),False
253,1945 (18th),The Lost Weekend,Miklós Rózsa,/wiki/The_Lost_Weekend_(film),False
254,1945 (18th),Love Letters,Victor Young,/wiki/Love_Letters_(1945_film),False
255,1945 (18th),The Man Who Walked Alone,Karl Hajos,/wiki/The_Man_Who_Walked_Alone,False
256,1945 (18th),"Objective, Burma!",Franz Waxman,"/wiki/Objective,_Burma!",False
257,1945 (18th),Paris Underground,Alexandre Tansman,/wiki/Paris_Underground_(film),False
258,1945 (18th),A Song to Remember,Miklós Rózsa & Morris Stoloff,/wiki/A_Song_to_Remember,False
259,1945 (18th),The Southerner,Werner Janssen,/wiki/The_Southerner_(film),False
260,1945 (18th),This Love of Ours,Hans J. Salter,/wiki/This_Love_of_Ours,False
261,1945 (18th),The Valley of Decision,Herbert Stothart,/wiki/The_Valley_of_Decision,False
262,1945 (18th),The Woman in the Window,Arthur Lange & Hugo Friedhofer,/wiki/The_Woman_in_the_Window_(1944_film),False
263,1945 (18th),Scoring of a Musical Picture,Scoring of a Musical Picture,,False
264,1945 (18th),Anchors Aweigh,Georgie Stoll,/wiki/Anchors_Aweigh_(film),True
265,1945 (18th),Belle of the Yukon,Arthur Lange,/wiki/Belle_of_the_Yukon,False
266,1945 (18th),Can't Help Singing,Jerome Kern (p.n.) & Hans J. Salter,/wiki/Can%27t_Help_Singing,False
267,1945 (18th),Hitchhike to Happiness,Morton Scott,/wiki/Hitchhike_to_Happiness,False
268,1945 (18th),Incendiary Blonde,Robert E. Dolan,/wiki/Incendiary_Blonde,False
269,1945 (18th),Rhapsody in Blue,Ray Heindorf & Max Steiner,/wiki/Rhapsody_in_Blue_(film),False
270,1945 (18th),State Fair,Alfred Newman & Charles Henderson,/wiki/State_Fair_(1945_film),False
271,1945 (18th),Sunbonnet Sue,Edward J. Kay,/wiki/Sunbonnet_Sue,False
272,1945 (18th),The Three Caballeros,"Edward Plumb, Paul Smith & Charles Wolcott",/wiki/The_Three_Caballeros,False
273,1945 (18th),Tonight and Every Night,Marlin Skiles & Morris Stoloff,/wiki/Tonight_and_Every_Night,False
274,1945 (18th),Why Girls Leave Home,Walter Greene,/wiki/Why_Girls_Leave_Home_(1945_film),False
275,1945 (18th),Wonder Man,Louis Forbes & Ray Heindorf,/wiki/Wonder_Man_(film),False
276,1946 (19th),,,,False
277,1946 (19th),Music Score of a Dramatic or Comedy Picture,Music Score of a Dramatic or Comedy Picture,,False
278,1946 (19th),The Best Years of Our Lives,Hugo Friedhofer,/wiki/The_Best_Years_of_Our_Lives,True
279,1946 (19th),Anna and the King of Siam,Bernard Herrmann,/wiki/Anna_and_the_King_of_Siam_(film),False
280,1946 (19th),Henry V,William Walton,/wiki/Henry_V_(1944_film),False
281,1946 (19th),Humoresque,Franz Waxman,/wiki/Humoresque_(1946_film),False
282,1946 (19th),The Killers,Miklós Rózsa,/wiki/The_Killers_(1946_film),False
